"北京市朝阳区财政局","0 ","0","1 ","0","2 ","12","3 ","9","4 ","0","  ","0"
"北京市朝阳区城市管理委员会","0 ","0","1 ","6","2 ","29","3 ","11","4 ","0","  ","0"
"北京市朝阳区城市管理综合行政执法监察局","0 ","0","1 ","91","2 ","831","3 ","107","4 ","1","  ","0"
"北京市朝阳区档案局","0 ","0","1 ","0","2 ","20","3 ","4","4 ","0","  ","0"
"北京市朝阳区地方税务局","0 ","0","1 ","57","2 ","429","3 ","27","4 ","0","  ","0"
"北京市朝阳区地震局","0 ","0","1 ","0","2 ","2","3 ","0","4 ","0","  ","0"
"北京市朝阳区发展和改革委员会","0 ","0","1 ","1","2 ","37","3 ","12","4 ","0","  ","0"
"北京市朝阳区房屋管理局","0 ","0","1 ","29","2 ","63","3 ","2","4 ","0","  ","0"
"北京市朝阳区公安消防支队","0 ","0","1 ","2","2 ","100","3 ","14","4 ","0","  ","0"
"北京市朝阳区国家保密局","0 ","0","1 ","0","2 ","2","3 ","3","4 ","0","  ","0"
"北京市朝阳区环境保护局","0 ","0","1 ","13","2 ","81","3 ","13","4 ","0","  ","0"
"北京市朝阳区教育委员会","0 ","0","1 ","5","2 ","73","3 ","36","4 ","0","  ","0"
"北京市朝阳区科学技术委员会","0 ","0","1 ","2","2 ","9","3 ","6","4 ","0","  ","0"
"北京市朝阳区旅游发展委员会","0 ","0","1 ","0","2 ","16","3 ","7","4 ","1","  ","0"
"北京市朝阳区民防局","0 ","0","1 ","7","2 ","57","3 ","3","4 ","0","  ","0"
"北京市朝阳区民政局","0 ","0","1 ","11","2 ","75","3 ","11","4 ","0","  ","0"
"北京市朝阳区农村工作委员会","0 ","0","1 ","23","2 ","92","3 ","4","4 ","0","  ","0"
"北京市朝阳区气象局","0 ","0","1 ","0","2 ","2","3 ","4","4 ","0","  ","0"
"北京市朝阳区人力资源和社会保障局","0 ","0","1 ","43","2 ","54","3 ","12","4 ","0","  ","0"
"北京市朝阳区人民政府","0 ","0","1 ","4","2 ","86","3 ","14","4 ","0","  ","0"
"北京市朝阳区人民政府法制办公室","0 ","0","1 ","1","2 ","19","3 ","2","4 ","0","  ","0"
"北京市朝阳区人民政府民族宗教办公室","0 ","0","1 ","0","2 ","9","3 ","6","4 ","0","  ","0"
"北京市朝阳区商务委员会","0 ","0","1 ","0","2 ","18","3 ","8","4 ","0","  ","0"
"北京市朝阳区审计局","0 ","0","1 ","5","2 ","52","3 ","16","4 ","1","  ","0"
"北京市朝阳区食品药品监督管理局","0 ","0","1 ","21","2 ","169","3 ","46","4 ","1","  ","0"
"北京市朝阳区水务局","0 ","0","1 ","16","2 ","95","3 ","15","4 ","1","  ","0"
"北京市朝阳区司法局","0 ","0","1 ","0","2 ","16","3 ","15","4 ","0","  ","0"
"北京市朝阳区体育局","0 ","0","1 ","0","2 ","5","3 ","0","4 ","0","  ","0"
"北京市朝阳区统计局","0 ","0","1 ","13","2 ","121","3 ","13","4 ","0","  ","0"
"北京市朝阳区卫生和计划生育委员会","0 ","0","1 ","12","2 ","110","3 ","47","4 ","5","  ","0"
"北京市朝阳区文化委员会","0 ","0","1 ","0","2 ","31","3 ","1","4 ","0","  ","0"
"北京市朝阳区信息化工作办公室","0 ","0","1 ","0","2 ","2","3 ","2","4 ","0","  ","0"
"北京市朝阳区烟草专卖局","0 ","0","1 ","39","2 ","44","3 ","15","4 ","0","  ","0"
"北京市朝阳区园林绿化局","0 ","0","1 ","13","2 ","21","3 ","4","4 ","0","  ","0"
"北京市朝阳区质量技术监督局","0 ","0","1 ","1","2 ","46","3 ","10","4 ","0","  ","0"
"北京市朝阳区住房和城乡建设委员会","0 ","0","1 ","0","2 ","78","3 ","14","4 ","0","  ","0"
"北京市城市管理委员会","0 ","0","1 ","2","2 ","98","3 ","50","4 ","5","  ","0"
"北京市城市管理综合行政执法局","0 ","0","1 ","4","2 ","239","3 ","63","4 ","3","  ","0"
"北京市城市管理综合行政执法局天安门分局","0 ","0","1 ","10","2 ","83","3 ","16","4 ","0","  ","0"
"北京市大兴区安全生产监督管理局","0 ","0","1 ","4","2 ","63","3 ","7","4 ","0","  ","0"
"北京市大兴区财政局","0 ","0","1 ","4","2 ","48","3 ","4","4 ","0","  ","0"
"北京市大兴区城市管理综合行政执法监察局","0 ","0","1 ","28","2 ","225","3 ","27","4 ","0","  ","0"
"北京市大兴区档案局","0 ","0","1 ","4","2 ","25","3 ","3","4 ","0","  ","0"
"北京市大兴区地方税务局","0 ","0","1 ","17","2 ","269","3 ","16","4 ","0","  ","0"
"北京市大兴区地震局","0 ","0","1 ","1","2 ","6","3 ","3","4 ","0","  ","0"
"北京市大兴区动物卫生监督管理局","0 ","1","1 ","28","2 ","67","3 ","9","4 ","0","  ","0"
"北京市大兴区发展和改革委员会","0 ","0","1 ","2","2 ","44","3 ","5","4 ","0","  ","0"
"北京市大兴区公安消防支队","0 ","0","1 ","0","2 ","41","3 ","4","4 ","0","  ","0"
"北京市大兴区国家保密局","0 ","0","1 ","1","2 ","3","3 ","1","4 ","0","  ","0"
"北京市大兴区环境保护局","0 ","0","1 ","22","2 ","60","3 ","8","4 ","0","  ","0"
"北京市大兴区交通局","0 ","0","1 ","19","2 ","85","3 ","13","4 ","0","  ","0"
"北京市大兴区教育委员会","0 ","0","1 ","0","2 ","20","3 ","4","4 ","0","  ","0"
"北京市大兴区经济和信息化委员会","0 ","0","1 ","0","2 ","7","3 ","2","4 ","0","  ","0"
"北京市大兴区科学技术委员会","0 ","0","1 ","1","2 ","8","3 ","2","4 ","0","  ","0"
"北京市大兴区旅游发展委员会","0 ","0","1 ","0","2 ","10","3 ","0","4 ","0","  ","0"
"北京市大兴区民防局","0 ","0","1 ","5","2 ","16","3 ","3","4 ","0","  ","0"
"北京市大兴区民政局","0 ","0","1 ","10","2 ","64","3 ","17","4 ","0","  ","0"
"北京市大兴区民族事务委员会","0 ","0","1 ","1","2 ","3","3 ","0","4 ","0","  ","0"
"北京市大兴区农业局","0 ","0","1 ","48","2 ","98","3 ","7","4 ","2","  ","0"
"北京市大兴区气象局","0 ","0","1 ","0","2 ","4","3 ","2","4 ","0","  ","0"
"北京市大兴区人力资源和社会保障局","0 ","0","1 ","7","2 ","74","3 ","19","4 ","0","  ","0"
"北京市大兴区人民政府","0 ","0","1 ","0","2 ","1","3 ","2","4 ","0","  ","0"
"北京市大兴区人民政府法制办公室","0 ","0","1 ","0","2 ","15","3 ","5","4 ","0","  ","0"
"北京市大兴区商务委员会","0 ","0","1 ","2","2 ","20","3 ","5","4 ","0","  ","0"
"北京市大兴区审计局","0 ","0","1 ","1","2 ","49","3 ","6","4 ","0","  ","0"
"北京市大兴区食品药品监督管理局","0 ","16","1 ","1","2 ","92","3 ","8","4 ","0","  ","0"
"北京市大兴区市政市容管理委员会","0 ","0","1 ","1","2 ","13","3 ","16","4 ","0","  ","0"
"北京市大兴区水务局","0 ","0","1 ","28","2 ","62","3 ","7","4 ","0","  ","0"
"北京市大兴区司法局","0 ","0","1 ","1","2 ","43","3 ","7","4 ","0","  ","0"
"北京市大兴区体育局","0 ","0","1 ","1","2 ","6","3 ","1","4 ","0","  ","0"
"北京市大兴区统计局","0 ","0","1 ","11","2 ","134","3 ","40","4 ","0","  ","0"
"北京市大兴区卫生和计划生育委员会","0 ","0","1 ","1","2 ","61","3 ","21","4 ","0","  ","0"
"北京市大兴区文化委员会","0 ","0","1 ","6","2 ","8","3 ","1","4 ","0","  ","0"
"北京市大兴区烟草专卖局","0 ","0","1 ","12","2 ","32","3 ","5","4 ","0","  ","0"
"北京市大兴区园林绿化局","0 ","0","1 ","30","2 ","92","3 ","11","4 ","0","  ","0"
"北京市大兴区质量技术监督局","0 ","0","1 ","5","2 ","39","3 ","10","4 ","0","  ","0"
"北京市大兴区住房和城乡建设委员会","0 ","0","1 ","28","2 ","86","3 ","19","4 ","0","  ","0"
"北京市档案局","0 ","0","1 ","4","2 ","49","3 ","27","4 ","6","  ","0"
"北京市地方税务局","0 ","0","1 ","45","2 ","160","3 ","47","4 ","1","  ","0"
"北京市地方税务局第二稽查局","0 ","0","1 ","3","2 ","77","3 ","5","4 ","0","  ","0"
"北京市地方税务局第二直属税务分局北京市地方税务局西站分局","0 ","0","1 ","0","2 ","55","3 ","9","4 ","1","  ","0"
"北京市地方税务局第三稽查局","0 ","0","1 ","0","2 ","58","3 ","15","4 ","0","  ","0"
"北京市地方税务局第四稽查局","0 ","0","1 ","1","2 ","60","3 ","11","4 ","0","  ","0"
"北京市地方税务局第一稽查局","0 ","0","1 ","9","2 ","106","3 ","13","4 ","1","  ","0"
"北京市地方税务局第一直属税务分局北京市地方税务局第五稽查局","0 ","0","1 ","1","2 ","50","3 ","3","4 ","0","  ","0"
"北京市地方税务局开发区分局","0 ","0","1 ","2","2 ","75","3 ","5","4 ","0","  ","0"
"北京市地方税务局燕山分局北京市地方税务局第六稽查局","0 ","0","1 ","8","2 ","74","3 ","1","4 ","0","  ","0"
"北京市地震局","0 ","0","1 ","5","2 ","26","3 ","14","4 ","2","  ","0"
"北京市东城区安全生产监督管理局","0 ","0","1 ","1","2 ","38","3 ","22","4 ","0","  ","0"
"北京市东城区财政局","0 ","0","1 ","1","2 ","14","3 ","3","4 ","0","  ","0"
"北京市东城区城市管理委员会","0 ","0","1 ","0","2 ","26","3 ","1","4 ","0","  ","0"
"北京市东城区城市管理综合行政执法监察局","0 ","0","1 ","99","2 ","328","3 ","75","4 ","2","  ","0"
"北京市东城区档案局","0 ","0","1 ","1","2 ","24","3 ","5","4 ","1","  ","0"
"北京市东城区地方税务局","0 ","0","1 ","87","2 ","607","3 ","90","4 ","1","  ","0"
"北京市东城区地震局","0 ","0","1 ","0","2 ","3","3 ","0","4 ","0","  ","0"
"北京市东城区发展和改革委员会","0 ","0","1 ","11","2 ","35","3 ","6","4 ","0","  ","0"
"北京市东城区房屋管理局","0 ","0","1 ","12","2 ","63","3 ","22","4 ","0","  ","0"
"北京市东城区公安消防支队","0 ","1","1 ","5","2 ","67","3 ","13","4 ","0","  ","0"
"北京市东城区国家保密局","0 ","0","1 ","0","2 ","3","3 ","3","4 ","0","  ","0"
"北京市东城区环境保护局","0 ","2","1 ","5","2 ","80","3 ","1","4 ","0","  ","0"
"北京市东城区教育委员会","0 ","0","1 ","0","2 ","26","3 ","18","4 ","0","  ","0"
"北京市东城区科学技术委员会","0 ","0","1 ","0","2 ","5","3 ","3","4 ","0","  ","0"
"北京市东城区旅游发展委员会","0 ","0","1 ","0","2 ","5","3 ","2","4 ","0","  ","0"
"北京市东城区民防局","0 ","0","1 ","1","2 ","17","3 ","4","4 ","1","  ","0"
"北京市东城区民政局","0 ","0","1 ","3","2 ","34","3 ","1","4 ","0","  ","0"
"北京市东城区民族宗教事务办公室","0 ","0","1 ","0","2 ","10","3 ","3","4 ","2","  ","0"
"北京市东城区人力资源和社会保障局","0 ","0","1 ","4","2 ","144","3 ","25","4 ","1","  ","0"
"北京市东城区人民政府","0 ","0","1 ","0","2 ","22","3 ","10","4 ","0","  ","0"
"北京市东城区人民政府法制办公室","0 ","0","1 ","1","2 ","26","3 ","4","4 ","1","  ","0"
"北京市东城区人民政府节约用水办公室","0 ","0","1 ","0","2 ","15","3 ","0","4 ","0","  ","0"
"北京市东城区商务委员会","0 ","0","1 ","1","2 ","15","3 ","10","4 ","0","  ","0"
"北京市东城区审计局","0 ","0","1 ","0","2 ","38","3 ","13","4 ","0","  ","0"
"北京市东城区食品药品监督管理局","0 ","0","1 ","21","2 ","150","3 ","28","4 ","1","  ","0"
"北京市东城区司法局","0 ","0","1 ","3","2 ","40","3 ","16","4 ","0","  ","0"
"北京市东城区体育局","0 ","0","1 ","0","2 ","9","3 ","1","4 ","0","  ","0"
"北京市东城区统计局","0 ","0","1 ","4","2 ","56","3 ","22","4 ","0","  ","0"
"北京市东城区卫生和计划生育委员会","0 ","0","1 ","13","2 ","136","3 ","31","4 ","1","  ","0"
"北京市东城区文化委员会","0 ","0","1 ","3","2 ","20","3 ","10","4 ","0","  ","0"
"北京市东城区烟草专卖局","0 ","0","1 ","8","2 ","33","3 ","7","4 ","0","  ","0"
"北京市东城区园林绿化局","0 ","0","1 ","0","2 ","11","3 ","0","4 ","0","  ","0"
"北京市东城区质量技术监督局","0 ","0","1 ","2","2 ","35","3 ","14","4 ","0","  ","0"
"北京市东城区住房和城市建设委员会","0 ","0","1 ","22","2 ","75","3 ","11","4 ","0","  ","0"
"北京市发展和改革委员会","0 ","0","1 ","8","2 ","151","3 ","251","4 ","38","  ","0"
"北京市房山区安全生产监督管理局","0 ","0","1 ","21","2 ","57","3 ","9","4 ","0","  ","0"
"北京市房山区财政局","0 ","0","1 ","1","2 ","91","3 ","2","4 ","0","  ","0"
"北京市房山区城市管理委员会","0 ","0","1 ","1","2 ","15","3 ","1","4 ","0","  ","0"
"北京市房山区城市管理综合行政执法监察局","0 ","0","1 ","40","2 ","205","3 ","37","4 ","0","  ","0"
"北京市房山区档案局","0 ","0","1 ","0","2 ","21","3 ","10","4 ","0","  ","0"
"北京市房山区地方税务局","0 ","0","1 ","17","2 ","201","3 ","29","4 ","0","  ","0"
"北京市房山区地震局","0 ","0","1 ","1","2 ","5","3 ","0","4 ","0","  ","0"
"北京市房山区发展和改革委员会","0 ","0","1 ","7","2 ","44","3 ","11","4 ","1","  ","0"
"北京市房山区公安消防支队","0 ","0","1 ","0","2 ","35","3 ","2","4 ","0","  ","0"
"北京市房山区国家保密局","0 ","0","1 ","0","2 ","7","3 ","1","4 ","0","  ","0"
"北京市房山区环境保护局","0 ","0","1 ","21","2 ","102","3 ","13","4 ","0","  ","0"
"北京市房山区机构编制委员会办公室","0 ","0","1 ","0","2 ","8","3 ","3","4 ","0","  ","0"
"北京市房山区交通局","0 ","0","1 ","68","2 ","156","3 ","13","4 ","0","  ","0"
"北京市房山区教育委员会","0 ","0","1 ","0","2 ","18","3 ","3","4 ","0","  ","0"
"北京市房山区经济和信息化委员会","0 ","0","1 ","0","2 ","4","3 ","1","4 ","0","  ","0"
"北京市房山区科学技术委员会","0 ","0","1 ","0","2 ","7","3 ","0","4 ","1","  ","0"
"北京市房山区旅游发展委员会","0 ","0","1 ","0","2 ","12","3 ","1","4 ","0","  ","0"
"北京市房山区民防局","0 ","0","1 ","3","2 ","25","3 ","0","4 ","0","  ","0"
"北京市房山区民政局","0 ","0","1 ","12","2 ","62","3 ","20","4 ","0","  ","0"
"北京市房山区农村工作委员会","0 ","0","1 ","82","2 ","117","3 ","9","4 ","0","  ","0"
"北京市房山区农业局","0 ","0","1 ","12","2 ","8","3 ","0","4 ","0","  ","0"
"北京市房山区气象局","0 ","0","1 ","0","2 ","5","3 ","2","4 ","0","  ","0"
"北京市房山区人力资源和社会保障局","0 ","0","1 ","24","2 ","95","3 ","16","4 ","0","  ","0"
"北京市房山区人民政府","0 ","0","1 ","2","2 ","6","3 ","1","4 ","0","  ","0"
"北京市房山区人民政府法制办公室","0 ","0","1 ","2","2 ","12","3 ","5","4 ","0","  ","0"
"北京市房山区商务委员会","0 ","0","1 ","5","2 ","30","3 ","4","4 ","0","  ","0"
"北京市房山区审计局","0 ","0","1 ","1","2 ","47","3 ","9","4 ","0","  ","0"
"北京市房山区食品药品监督管理局","0 ","0","1 ","6","2 ","90","3 ","27","4 ","0","  ","0"
"北京市房山区水务局","0 ","0","1 ","28","2 ","51","3 ","11","4 ","0","  ","0"
"北京市房山区司法局","0 ","0","1 ","4","2 ","16","3 ","2","4 ","0","  ","0"
"北京市房山区体育局","0 ","0","1 ","7","2 ","31","3 ","4","4 ","0","  ","0"
"北京市房山区统计局","0 ","0","1 ","2","2 ","71","3 ","13","4 ","0","  ","0"
"北京市房山区卫生和计划生育委员会","0 ","0","1 ","5","2 ","65","3 ","10","4 ","1","  ","0"
"北京市房山区文化委员会","0 ","0","1 ","4","2 ","14","3 ","0","4 ","0","  ","0"
"北京市房山区烟草专卖局","0 ","0","1 ","12","2 ","22","3 ","4","4 ","0","  ","0"
"北京市房山区燕山发展和改革委员会","0 ","0","1 ","1","2 ","8","3 ","1","4 ","0","  ","0"
"北京市房山区燕山交通管理中心","0 ","0","1 ","8","2 ","14","3 ","0","4 ","0","  ","0"
"北京市房山区园林绿化局","0 ","0","1 ","40","2 ","94","3 ","11","4 ","0","  ","0"
"北京市房山区质量技术监督局","0 ","0","1 ","3","2 ","38","3 ","1","4 ","0","  ","0"
"北京市房山区种植业服务中心","0 ","0","1 ","6","2 ","9","3 ","1","4 ","0","  ","0"
"北京市房山区住房和城乡建设委员会","0 ","0","1 ","15","2 ","112","3 ","4","4 ","0","  ","0"
"北京市丰台区爱国卫生运动委员会办公室","0 ","0","1 ","0","2 ","3","3 ","0","4 ","0","  ","0"
"北京市丰台区安全生产监督管理局","0 ","0","1 ","4","2 ","46","3 ","9","4 ","0","  ","0"
"北京市丰台区财政局","0 ","0","1 ","7","2 ","91","3 ","19","4 ","0","  ","0"
"北京市丰台区城市管理综合行政执法监察局","0 ","0","1 ","132","2 ","426","3 ","58","4 ","2","  ","0"
"北京市丰台区档案局","0 ","6","1 ","0","2 ","8","3 ","0","4 ","0","  ","0"
"北京市丰台区地方税务局","0 ","0","1 ","41","2 ","317","3 ","58","4 ","0","  ","0"
"北京市丰台区地震局","0 ","0","1 ","2","2 ","10","3 ","4","4 ","0","  ","0"
"北京市丰台区发展和改革委员会","0 ","0","1 ","3","2 ","25","3 ","14","4 ","1","  ","0"
"北京市丰台区房屋管理局","0 ","0","1 ","25","2 ","68","3 ","8","4 ","0","  ","0"
"北京市丰台区公安消防支队","0 ","0","1 ","1","2 ","63","3 ","7","4 ","0","  ","0"
"北京市丰台区国家保密局","0 ","0","1 ","1","2 ","6","3 ","2","4 ","0","  ","0"
"北京市丰台区环境保护局","0 ","0","1 ","15","2 ","84","3 ","10","4 ","0","  ","0"
"北京市丰台区机构编制委员会办公室","0 ","0","1 ","0","2 ","17","3 ","0","4 ","0","  ","0"
"北京市丰台区教育委员会","0 ","20","1 ","1","2 ","7","3 ","4","4 ","1","  ","0"
"北京市丰台区经济和信息化委员会","0 ","0","1 ","0","2 ","2","3 ","1","4 ","0","  ","0"
"北京市丰台区科学技术委员会","0 ","0","1 ","0","2 ","11","3 ","2","4 ","0","  ","0"
"北京市丰台区旅游发展委员会","0 ","0","1 ","0","2 ","10","3 ","1","4 ","0","  ","0"
"北京市丰台区民防局","0 ","0","1 ","5","2 ","50","3 ","7","4 ","0","  ","0"
"北京市丰台区民政局","0 ","0","1 ","4","2 ","50","3 ","2","4 ","0","  ","0"
"北京市丰台区民族宗教事务办公室","0 ","0","1 ","0","2 ","9","3 ","0","4 ","0","  ","0"
"北京市丰台区农村工作委员会","0 ","0","1 ","17","2 ","54","3 ","17","4 ","0","  ","0"
"北京市丰台区气象局","0 ","0","1 ","0","2 ","6","3 ","1","4 ","0","  ","0"
"北京市丰台区人力资源和社会保障局","0 ","0","1 ","9","2 ","152","3 ","28","4 ","0","  ","0"
"北京市丰台区人民政府","0 ","0","1 ","6","2 ","86","3 ","25","4 ","0","  ","0"
"北京市丰台区人民政府法制办公室","0 ","0","1 ","2","2 ","14","3 ","6","4 ","0","  ","0"
"北京市丰台区商务委员会","0 ","0","1 ","0","2 ","8","3 ","0","4 ","0","  ","0"
"北京市丰台区审计局","0 ","0","1 ","3","2 ","41","3 ","10","4 ","0","  ","0"
"北京市丰台区食品药品监督管理局","0 ","0","1 ","10","2 ","114","3 ","41","4 ","0","  ","0"
"北京市丰台区市政市容管理委员会","0 ","0","1 ","13","2 ","59","3 ","13","4 ","0","  ","0"
"北京市丰台区水务局","0 ","0","1 ","15","2 ","47","3 ","4","4 ","0","  ","0"
"北京市丰台区司法局","0 ","0","1 ","0","2 ","27","3 ","36","4 ","2","  ","0"
"北京市丰台区体育局","0 ","0","1 ","1","2 ","4","3 ","1","4 ","0","  ","0"
"北京市丰台区统计局","0 ","0","1 ","2","2 ","31","3 ","13","4 ","0","  ","0"
"北京市丰台区卫生和计划生育委员会","0 ","0","1 ","19","2 ","75","3 ","28","4 ","5","  ","0"
"北京市丰台区文化委员会","0 ","0","1 ","8","2 ","12","3 ","2","4 ","0","  ","0"
"北京市丰台区烟草专卖局","0 ","0","1 ","14","2 ","40","3 ","4","4 ","1","  ","0"
"北京市丰台区园林绿化局","0 ","0","1 ","28","2 ","70","3 ","6","4 ","0","  ","0"
"北京市丰台区质量技术监督局","0 ","0","1 ","3","2 ","40","3 ","5","4 ","0","  ","0"
"北京市丰台区住房和城乡建设委员会","0 ","0","1 ","8","2 ","74","3 ","22","4 ","0","  ","0"
"北京市工商行政管理局","0 ","0","1 ","20","2 ","203","3 ","68","4 ","0","  ","0"
"北京市工商行政管理局昌平分局","0 ","0","1 ","104","2 ","187","3 ","16","4 ","0","  ","0"
"北京市工商行政管理局朝阳分局","0 ","0","1 ","101","2 ","248","3 ","66","4 ","0","  ","0"
"北京市工商行政管理局大兴分局","0 ","0","1 ","54","2 ","198","3 ","19","4 ","0","  ","0"
"北京市工商行政管理局东城分局","0 ","0","1 ","76","2 ","254","3 ","84","4 ","0","  ","0"
"北京市工商行政管理局房山分局","0 ","0","1 ","67","2 ","156","3 ","19","4 ","0","  ","0"
"北京市工商行政管理局丰台分局","0 ","0","1 ","54","2 ","289","3 ","67","4 ","0","  ","0"
"北京市工商行政管理局海淀分局","0 ","0","1 ","107","2 ","315","3 ","110","4 ","0","  ","0"
"北京市工商行政管理局怀柔分局","0 ","0","1 ","51","2 ","171","3 ","7","4 ","0","  ","0"
"北京市工商行政管理局经济技术开发区分局","0 ","0","1 ","0","2 ","24","3 ","7","4 ","0","  ","0"
"北京市工商行政管理局门头沟分局","0 ","0","1 ","41","2 ","108","3 ","8","4 ","0","  ","0"
"北京市工商行政管理局密云分局","0 ","0","1 ","72","2 ","142","3 ","21","4 ","0","  ","0"
"北京市工商行政管理局平谷分局","0 ","0","1 ","7","2 ","163","3 ","26","4 ","0","  ","0"
"北京市工商行政管理局石景山分局","0 ","0","1 ","28","2 ","94","3 ","30","4 ","0","  ","0"
"北京市工商行政管理局首都机场分局","0 ","0","1 ","1","2 ","17","3 ","3","4 ","0","  ","0"
"北京市工商行政管理局顺义分局","0 ","0","1 ","77","2 ","205","3 ","14","4 ","0","  ","0"
"北京市工商行政管理局天安门分局","0 ","0","1 ","1","2 ","16","3 ","3","4 ","0","  ","0"
"北京市工商行政管理局通州分局","0 ","0","1 ","76","2 ","212","3 ","28","4 ","1","  ","0"
"北京市工商行政管理局西城分局","0 ","0","1 ","90","2 ","230","3 ","91","4 ","0","  ","0"
"北京市工商行政管理局西站分局","0 ","0","1 ","0","2 ","24","3 ","3","4 ","1","  ","0"
"北京市工商行政管理局延庆分局","0 ","0","1 ","41","2 ","136","3 ","12","4 ","0","  ","0"
"北京市工商行政管理局燕山分局","0 ","0","1 ","1","2 ","36","3 ","8","4 ","0","  ","0"
"北京市公安局","0 ","0","1 ","394","2 ","1211","3 ","69","4 ","0","  ","0"
"北京市公安局昌平分局","0 ","0","1 ","260","2 ","915","3 ","58","4 ","0","  ","0"
"北京市公安局朝阳分局","0 ","0","1 ","681","2 ","2337","3 ","167","4 ","3","  ","0"
"北京市公安局出入境管理总队","0 ","0","1 ","19","2 ","123","3 ","23","4 ","1","  ","0"
"北京市公安局大兴分局","0 ","0","1 ","218","2 ","1072","3 ","50","4 ","0","  ","0"
"北京市公安局大兴分局交通支队","0 ","0","1 ","72","2 ","130","3 ","3","4 ","0","  ","0"
